Year,Quarter,Month,Day,Sum of Close
2023,Qtr 4,December,22,363.25
2023,Qtr 4,December,26,366.04998779296875
2023,Qtr 4,December,27,365.6000061035156
2023,Qtr 4,December,28,380.95001220703125
2023,Qtr 4,December,29,376
2024,Qtr 1,January,1,381.79998779296875
2024,Qtr 1,January,2,392.6499938964844
2024,Qtr 1,January,3,384.54998779296875
2024,Qtr 1,January,4,384.75
2024,Qtr 1,January,5,384.25
2024,Qtr 1,January,8,380.3999938964844
2024,Qtr 1,January,9,385.3500061035156
2024,Qtr 1,January,10,382.04998779296875
2024,Qtr 1,January,11,384.3500061035156
2024,Qtr 1,January,12,381.1000061035156
2024,Qtr 1,January,15,384.6499938964844
2024,Qtr 1,January,16,381.8999938964844
2024,Qtr 1,January,17,379.6499938964844
2024,Qtr 1,January,18,375.6499938964844
2024,Qtr 1,January,19,383.25
2024,Qtr 1,January,23,375.29998779296875
2024,Qtr 1,January,24,382.6000061035156
2024,Qtr 1,January,25,389.3999938964844
2024,Qtr 1,January,29,412.79998779296875
2024,Qtr 1,January,30,402.54998779296875
2024,Qtr 1,January,31,406.1499938964844
2024,Qtr 1,February,1,406.70001220703125
2024,Qtr 1,February,2,419.79998779296875
2024,Qtr 1,February,5,440.25
2024,Qtr 1,February,6,448.6499938964844
2024,Qtr 1,February,7,452.6499938964844
2024,Qtr 1,February,8,459.20001220703125
2024,Qtr 1,February,9,456.20001220703125
2024,Qtr 1,February,12,432.79998779296875
2024,Qtr 1,February,13,452.3500061035156
2024,Qtr 1,February,14,466.3500061035156
2024,Qtr 1,February,15,476.8500061035156
2024,Qtr 1,February,16,480
2024,Qtr 1,February,19,461
2024,Qtr 1,February,20,446.5
2024,Qtr 1,February,21,432.95001220703125
2024,Qtr 1,February,22,445.1499938964844
2024,Qtr 1,February,23,443.8999938964844
2024,Qtr 1,February,26,442.29998779296875
2024,Qtr 1,February,27,441.3999938964844
2024,Qtr 1,February,28,434.20001220703125
2024,Qtr 1,February,29,436.70001220703125
2024,Qtr 1,March,1,446.3500061035156
2024,Qtr 1,March,4,455.3999938964844
2024,Qtr 1,March,5,460.6499938964844
2024,Qtr 1,March,6,461.6000061035156
2024,Qtr 1,March,7,458.6000061035156
2024,Qtr 1,March,11,453.8999938964844
2024,Qtr 1,March,12,449.29998779296875
2024,Qtr 1,March,13,417.04998779296875
2024,Qtr 1,March,14,427.70001220703125
2024,Qtr 1,March,15,415.25
2024,Qtr 1,March,18,421.8500061035156
2024,Qtr 1,March,19,419.04998779296875
2024,Qtr 1,March,20,419.5
2024,Qtr 1,March,21,432.04998779296875
2024,Qtr 1,March,22,431.95001220703125
2024,Qtr 1,March,26,435.95001220703125
2024,Qtr 1,March,27,429.45001220703125
2024,Qtr 1,March,28,434.1000061035156
2024,Qtr 2,April,1,442.04998779296875
2024,Qtr 2,April,2,443.20001220703125
2024,Qtr 2,April,3,445.5
2024,Qtr 2,April,4,448.8500061035156
2024,Qtr 2,April,5,446.95001220703125
2024,Qtr 2,April,8,447.3999938964844
2024,Qtr 2,April,9,439.8500061035156
2024,Qtr 2,April,10,456.3500061035156
2024,Qtr 2,April,12,455.6000061035156
2024,Qtr 2,April,15,451
2024,Qtr 2,April,16,453.20001220703125
2024,Qtr 2,April,18,438.6000061035156
2024,Qtr 2,April,19,435.29998779296875
2024,Qtr 2,April,22,442.95001220703125
2024,Qtr 2,April,23,440.95001220703125
2024,Qtr 2,April,24,443.8500061035156
2024,Qtr 2,April,25,452.45001220703125
2024,Qtr 2,April,26,455.79998779296875
2024,Qtr 2,April,29,453.25
2024,Qtr 2,April,30,454.29998779296875
2024,Qtr 2,May,2,453.8999938964844
2024,Qtr 2,May,3,474.6000061035156
2024,Qtr 2,May,6,460.6000061035156
2024,Qtr 2,May,7,456
2024,Qtr 2,May,8,464.45001220703125
2024,Qtr 2,May,9,443.5
2024,Qtr 2,May,10,449.3999938964844
2024,Qtr 2,May,13,444
2024,Qtr 2,May,14,448.70001220703125
2024,Qtr 2,May,15,467.8500061035156
2024,Qtr 2,May,16,468.29998779296875
2024,Qtr 2,May,17,470.25
2024,Qtr 2,May,21,490.6499938964844
2024,Qtr 2,May,22,501.70001220703125
2024,Qtr 2,May,23,497.29998779296875
2024,Qtr 2,May,24,501
2024,Qtr 2,May,27,494.45001220703125
2024,Qtr 2,May,28,487.6499938964844
2024,Qtr 2,May,29,486.45001220703125
2024,Qtr 2,May,30,482.1499938964844
2024,Qtr 2,May,31,491.20001220703125
2024,Qtr 2,June,3,512.3499755859375
2024,Qtr 2,June,4,441.8999938964844
2024,Qtr 2,June,5,460.54998779296875
2024,Qtr 2,June,6,472.95001220703125
2024,Qtr 2,June,7,479.1499938964844
2024,Qtr 2,June,10,477.70001220703125
2024,Qtr 2,June,11,476.3500061035156
2024,Qtr 2,June,12,488.70001220703125
2024,Qtr 2,June,13,487.8999938964844
2024,Qtr 2,June,14,486.95001220703125
2024,Qtr 2,June,18,489.04998779296875
2024,Qtr 2,June,19,477.95001220703125
2024,Qtr 2,June,20,483.1499938964844
2024,Qtr 2,June,21,480.20001220703125
2024,Qtr 2,June,24,473.70001220703125
2024,Qtr 2,June,25,469.25
2024,Qtr 2,June,26,468.75
2024,Qtr 2,June,27,467.04998779296875
2024,Qtr 2,June,28,473.1499938964844
2024,Qtr 3,July,1,474.79998779296875
2024,Qtr 3,July,2,479.1000061035156
2024,Qtr 3,July,3,484.95001220703125
2024,Qtr 3,July,4,489.54998779296875
2024,Qtr 3,July,5,491.5
2024,Qtr 3,July,8,493.29998779296875
2024,Qtr 3,July,9,493.79998779296875
2024,Qtr 3,July,10,490.75
2024,Qtr 3,July,11,500.04998779296875
2024,Qtr 3,July,12,496.20001220703125
2024,Qtr 3,July,15,497.75
2024,Qtr 3,July,16,512.4500122070312
2024,Qtr 3,July,18,505.25
2024,Qtr 3,July,19,488
2024,Qtr 3,July,22,491.20001220703125
2024,Qtr 3,July,23,487
2024,Qtr 3,July,24,493.79998779296875
2024,Qtr 3,July,25,494
2024,Qtr 3,July,26,509.8500061035156
2024,Qtr 3,July,29,512.1500244140625
2024,Qtr 3,July,30,519.3499755859375
2024,Qtr 3,July,31,522.2000122070312
2024,Qtr 3,August,1,540.4000244140625
2024,Qtr 3,August,2,524.5
2024,Qtr 3,August,5,506.79998779296875
2024,Qtr 3,August,6,499.6000061035156
2024,Qtr 3,August,7,531.5
2024,Qtr 3,August,8,523.4500122070312
2024,Qtr 3,August,9,529.7999877929688
2024,Qtr 3,August,12,523.9500122070312
2024,Qtr 3,August,13,521.75
2024,Qtr 3,August,14,504.70001220703125
2024,Qtr 3,August,16,512.2999877929688
2024,Qtr 3,August,19,522
2024,Qtr 3,August,20,524.5999755859375
2024,Qtr 3,August,21,532.2000122070312
2024,Qtr 3,August,22,528.8499755859375
2024,Qtr 3,August,23,538.8499755859375
2024,Qtr 3,August,26,538.0999755859375
2024,Qtr 3,August,27,531.4000244140625
2024,Qtr 3,August,28,526.3499755859375
2024,Qtr 3,August,29,527.5499877929688
2024,Qtr 3,August,30,524.9500122070312
2024,Qtr 3,September,2,520.8499755859375
2024,Qtr 3,September,3,519.5999755859375
2024,Qtr 3,September,4,503.6499938964844
2024,Qtr 3,September,5,497
2024,Qtr 3,September,6,488.54998779296875
2024,Qtr 3,September,9,484.45001220703125
2024,Qtr 3,September,10,491.1000061035156
2024,Qtr 3,September,11,483.95001220703125
2024,Qtr 3,September,12,495.6499938964844
2024,Qtr 3,September,13,490.25
2024,Qtr 3,September,16,493.25
2024,Qtr 3,September,17,488.5
2024,Qtr 3,September,18,487.1000061035156
2024,Qtr 3,September,19,477.95001220703125
2024,Qtr 3,September,20,490.95001220703125
2024,Qtr 3,September,23,500.6000061035156
2024,Qtr 3,September,24,504.29998779296875
2024,Qtr 3,September,25,505.29998779296875
2024,Qtr 3,September,26,506.54998779296875
2024,Qtr 3,September,27,516.0999755859375
2024,Qtr 3,September,30,510.1499938964844
2024,Qtr 4,October,1,508.5
2024,Qtr 4,October,3,502.3500061035156
2024,Qtr 4,October,4,497.20001220703125
2024,Qtr 4,October,7,480.45001220703125
2024,Qtr 4,October,8,491.8500061035156
2024,Qtr 4,October,9,486.95001220703125
2024,Qtr 4,October,10,488.1000061035156
2024,Qtr 4,October,11,492.95001220703125
2024,Qtr 4,October,14,498.29998779296875
2024,Qtr 4,October,15,494.45001220703125
2024,Qtr 4,October,16,495.75
2024,Qtr 4,October,17,489.8999938964844
2024,Qtr 4,October,18,492.20001220703125
2024,Qtr 4,October,21,485.3999938964844
2024,Qtr 4,October,22,468.3500061035156
2024,Qtr 4,October,23,474.1000061035156
2024,Qtr 4,October,24,477.25
2024,Qtr 4,October,25,461.1000061035156
2024,Qtr 4,October,28,441.6499938964844
2024,Qtr 4,October,29,445.54998779296875
2024,Qtr 4,October,30,449.1499938964844
2024,Qtr 4,October,31,452.04998779296875
2024,Qtr 4,November,1,454.1499938964844
2024,Qtr 4,November,4,443.29998779296875
2024,Qtr 4,November,5,434.8999938964844
2024,Qtr 4,November,6,435.79998779296875
2024,Qtr 4,November,7,435.3500061035156
2024,Qtr 4,November,8,424.04998779296875
2024,Qtr 4,November,11,421.54998779296875
2024,Qtr 4,November,12,414.04998779296875
2024,Qtr 4,November,13,406.8999938964844
2024,Qtr 4,November,14,409.75
2024,Qtr 4,November,18,413.3500061035156
2024,Qtr 4,November,19,412.25
2024,Qtr 4,November,21,406
2024,Qtr 4,November,22,414.04998779296875
2024,Qtr 4,November,25,417.45001220703125
2024,Qtr 4,November,26,411.5
2024,Qtr 4,November,27,417.1499938964844
2024,Qtr 4,November,28,415.20001220703125
2024,Qtr 4,November,29,416.3999938964844
2024,Qtr 4,December,2,421.70001220703125
2024,Qtr 4,December,3,422.1000061035156
2024,Qtr 4,December,4,416.6499938964844
2024,Qtr 4,December,5,418.3999938964844
2024,Qtr 4,December,6,417.1499938964844
